spectrum_id,file_name_clean,major_category,subtype_label,source_type,source_id,parent_group,split_main,split_zero_shot_protocol,qc_status
PARENT_0718,Nepouite__R120106__Raman__780__0__unoriented__Raman_Data_RAW__36936,Other Silicates,Nepouite,RRUFF database,R120106,RRUFF database__R120106,train,earth_train_pool,include_pending_manual_review
PARENT_0719,Nontronite__X050120__Raman__785__0__unoriented__Raman_Data_Processed__6624,Clay,Nontronite,RRUFF database,X050120,RRUFF database__X050120,test,earth_train_pool,review_required
PARENT_0720,Nontronite__X050121__Raman__785__0__unoriented__Raman_Data_Processed__6625,Clay,Nontronite,RRUFF database,X050121,RRUFF database__X050121,train,earth_train_pool,review_required
PARENT_0721,Nontronite__R070286__Raman__785__0__unoriented__Raman_Data_RAW__20338,Clay,Nontronite,RRUFF database,R070286,RRUFF database__R070286,train,earth_train_pool,review_required
PARENT_0722,Nontronite__R070286__Raman__532__0__unoriented__Raman_Data_RAW__20340,Clay,Nontronite,RRUFF database,R070286,RRUFF database__R070286,train,earth_train_pool,review_required
PARENT_0723,Paragonite__R050447__Raman__514__0__unoriented__Raman_Data_RAW__10894,Mica,Paragonite,RRUFF database,R050447,RRUFF database__R050447,train,earth_train_pool,review_required
PARENT_0724,Paragonite__R050447__Raman__785__0__unoriented__Raman_Data_RAW__15198,Mica,Paragonite,RRUFF database,R050447,RRUFF database__R050447,train,earth_train_pool,review_required
PARENT_0725,Phlogopite__R040144__Raman__514__0__unoriented__Raman_Data_RAW__9616,Mica,Phlogopite,RRUFF database,R040144,RRUFF database__R040144,train,earth_train_pool,review_required
PARENT_0726,Phlogopite__R040144__Raman__532__0__unoriented__Raman_Data_RAW__20739,Mica,Phlogopite,RRUFF database,R040144,RRUFF database__R040144,train,earth_train_pool,review_required
PARENT_0727,Phlogopite__R040144__Raman__785__0__unoriented__Raman_Data_RAW__20741,Mica,Phlogopite,RRUFF database,R040144,RRUFF database__R040144,train,earth_train_pool,review_required
PARENT_0728,Phlogopite__R050068__Raman__514__0__unoriented__Raman_Data_RAW__9976,Mica,Phlogopite,RRUFF database,R050068,RRUFF database__R050068,train,earth_train_pool,review_required
PARENT_0729,Phlogopite__R050068__Raman__785__0__unoriented__Raman_Data_RAW__21253,Mica,Phlogopite,RRUFF database,R050068,RRUFF database__R050068,train,earth_train_pool,review_required
PARENT_0730,Phlogopite__R050068__Raman__532__0__unoriented__Raman_Data_RAW__21255,Mica,Phlogopite,RRUFF database,R050068,RRUFF database__R050068,train,earth_train_pool,review_required
PARENT_0731,Phlogopite__R050485__Raman__785__0__unoriented__Raman_Data_RAW__7316,Mica,Phlogopite,RRUFF database,R050485,RRUFF database__R050485,train,earth_train_pool,review_required
PARENT_0732,Phlogopite__R050485__Raman__532__0__unoriented__Raman_Data_RAW__31635,Mica,Phlogopite,RRUFF database,R050485,RRUFF database__R050485,train,earth_train_pool,review_required
PARENT_0733,Phlogopite__R050485__Raman__780__0__unoriented__Raman_Data_RAW__31637,Mica,Phlogopite,RRUFF database,R050485,RRUFF database__R050485,train,earth_train_pool,review_required
PARENT_0734,Phlogopite__R070330__Raman__532__0__unoriented__Raman_Data_RAW__20672,Mica,Phlogopite,RRUFF database,R070330,RRUFF database__R070330,train,earth_train_pool,review_required
PARENT_0735,Phlogopite__R070330__Raman__785__0__unoriented__Raman_Data_RAW__20674,Mica,Phlogopite,RRUFF database,R070330,RRUFF database__R070330,train,earth_train_pool,review_required
PARENT_0736,Pyrophyllite__R050051__Raman__514__0__unoriented__Raman_Data_RAW__11038,Clay,Pyrophyllite,RRUFF database,R050051,RRUFF database__R050051,train,earth_train_pool,review_required
PARENT_0737,Pyrophyllite__R050051__Raman__532__0__unoriented__Raman_Data_RAW__21189,Clay,Pyrophyllite,RRUFF database,R050051,RRUFF database__R050051,train,earth_train_pool,review_required
PARENT_0738,Pyrophyllite__R050051__Raman__785__0__unoriented__Raman_Data_RAW__21191,Clay,Pyrophyllite,RRUFF database,R050051,RRUFF database__R050051,train,earth_train_pool,review_required
PARENT_0739,Pyrophyllite__R050108__Raman__514__0__unoriented__Raman_Data_RAW__5277,Clay,Pyrophyllite,RRUFF database,R050108,RRUFF database__R050108,train,earth_train_pool,review_required
PARENT_0740,Pyrophyllite__R050108__Raman__780__0__unoriented__Raman_Data_RAW__27020,Clay,Pyrophyllite,RRUFF database,R050108,RRUFF database__R050108,train,earth_train_pool,review_required
PARENT_0741,Pyrophyllite__R050108__Raman__532__0__unoriented__Raman_Data_RAW__27022,Clay,Pyrophyllite,RRUFF database,R050108,RRUFF database__R050108,train,earth_train_pool,review_required
PARENT_0742,Pyrophyllite__X050132__Raman__785__0__unoriented__Raman_Data_Processed__6639,Clay,Pyrophyllite,RRUFF database,X050132,RRUFF database__X050132,train,earth_train_pool,review_required
PARENT_0743,Pyrophyllite__X050133__Raman__785__0__unoriented__Raman_Data_Processed__6640,Clay,Pyrophyllite,RRUFF database,X050133,RRUFF database__X050133,val,earth_train_pool,review_required
PARENT_0744,PyrosmaliteFe__R050158__Raman__514__0__unoriented__Raman_Data_RAW__10174,Other Silicates,PyrosmaliteFe,RRUFF database,R050158,RRUFF database__R050158,train,earth_train_pool,include_pending_manual_review
PARENT_0745,PyrosmaliteFe__R050158__Raman__532__0__unoriented__Raman_Data_RAW__27664,Other Silicates,PyrosmaliteFe,RRUFF database,R050158,RRUFF database__R050158,train,earth_train_pool,include_pending_manual_review
PARENT_0746,PyrosmaliteFe__R050158__Raman__780__0__unoriented__Raman_Data_RAW__27666,Other Silicates,PyrosmaliteFe,RRUFF database,R050158,RRUFF database__R050158,train,earth_train_pool,include_pending_manual_review
PARENT_0747,PyrosmaliteFe__R060438__Raman__532__0__unoriented__Raman_Data_RAW__35012,Other Silicates,PyrosmaliteFe,RRUFF database,R060438,RRUFF database__R060438,train,earth_train_pool,include_pending_manual_review
PARENT_0748,PyrosmaliteFe__R060438__Raman__780__0__unoriented__Raman_Data_RAW__35016,Other Silicates,PyrosmaliteFe,RRUFF database,R060438,RRUFF database__R060438,train,earth_train_pool,include_pending_manual_review
PARENT_0749,PyrosmaliteFe__R070313__Raman__532__0__unoriented__Raman_Data_RAW__20608,Other Silicates,PyrosmaliteFe,RRUFF database,R070313,RRUFF database__R070313,train,earth_train_pool,include_pending_manual_review
PARENT_0750,PyrosmaliteFe__R070313__Raman__785__0__unoriented__Raman_Data_RAW__20610,Other Silicates,PyrosmaliteFe,RRUFF database,R070313,RRUFF database__R070313,train,earth_train_pool,include_pending_manual_review
PARENT_0751,PyrosmaliteMn__R110207__Raman__532__0__unoriented__Raman_Data_RAW__36017,Other Silicates,PyrosmaliteMn,RRUFF database,R110207,RRUFF database__R110207,train,earth_train_pool,include_pending_manual_review
PARENT_0752,PyrosmaliteMn__R110207__Raman__780__0__unoriented__Raman_Data_RAW__36019,Other Silicates,PyrosmaliteMn,RRUFF database,R110207,RRUFF database__R110207,train,earth_train_pool,include_pending_manual_review
PARENT_0753,Sepiolite__R070311__Raman__785__0__unoriented__Raman_Data_RAW__20575,Clay,Sepiolite,RRUFF database,R070311,RRUFF database__R070311,train,earth_train_pool,review_required
PARENT_0754,Sepiolite__R070311__Raman__532__0__unoriented__Raman_Data_RAW__20577,Clay,Sepiolite,RRUFF database,R070311,RRUFF database__R070311,train,earth_train_pool,review_required
PARENT_0755,Stilpnomelane__R060334__Raman__532__0__unoriented__Raman_Data_RAW__36840,Other Silicates,Stilpnomelane,RRUFF database,R060334,RRUFF database__R060334,val,earth_train_pool,include_pending_manual_review
PARENT_0756,Stilpnomelane__R060334__Raman__780__0__unoriented__Raman_Data_RAW__36842,Other Silicates,Stilpnomelane,RRUFF database,R060334,RRUFF database__R060334,val,earth_train_pool,include_pending_manual_review
PARENT_0757,Stilpnomelane__R070696__Raman__780__0__unoriented__Raman_Data_RAW__23086,Other Silicates,Stilpnomelane,RRUFF database,R070696,RRUFF database__R070696,test,earth_train_pool,include_pending_manual_review
PARENT_0758,Stilpnomelane__R070696__Raman__532__0__unoriented__Raman_Data_RAW__23088,Other Silicates,Stilpnomelane,RRUFF database,R070696,RRUFF database__R070696,test,earth_train_pool,include_pending_manual_review
PARENT_0759,Stilpnomelane__R110195__Raman__532__0__unoriented__Raman_Data_RAW__36037,Other Silicates,Stilpnomelane,RRUFF database,R110195,RRUFF database__R110195,train,earth_train_pool,include_pending_manual_review
PARENT_0760,Stilpnomelane__R110195__Raman__780__0__unoriented__Raman_Data_RAW__36039,Other Silicates,Stilpnomelane,RRUFF database,R110195,RRUFF database__R110195,train,earth_train_pool,include_pending_manual_review
PARENT_0761,Swinefordite__R070707__Raman__532__0__unoriented__Raman_Data_RAW__24165,Clay,Swinefordite,RRUFF database,R070707,RRUFF database__R070707,val,earth_train_pool,review_required
PARENT_0762,Swinefordite__R070707__Raman__780__0__unoriented__Raman_Data_RAW__24167,Clay,Swinefordite,RRUFF database,R070707,RRUFF database__R070707,val,earth_train_pool,review_required
PARENT_0763,Talc__R040137__Raman__514__0__unoriented__Raman_Data_RAW__9732,Clay,Talc,RRUFF database,R040137,RRUFF database__R040137,train,earth_train_pool,review_required
PARENT_0764,Talc__R040137__Raman__532__0__unoriented__Raman_Data_RAW__19797,Clay,Talc,RRUFF database,R040137,RRUFF database__R040137,train,earth_train_pool,review_required
PARENT_0765,Talc__R040137__Raman__785__0__unoriented__Raman_Data_RAW__19799,Clay,Talc,RRUFF database,R040137,RRUFF database__R040137,train,earth_train_pool,review_required
PARENT_0766,Talc__R050087__Raman__514__0__unoriented__Raman_Data_RAW__10061,Clay,Talc,RRUFF database,R050087,RRUFF database__R050087,val,earth_train_pool,review_required
PARENT_0767,Talc__R050087__Raman__532__0__unoriented__Raman_Data_RAW__21792,Clay,Talc,RRUFF database,R050087,RRUFF database__R050087,val,earth_train_pool,review_required
PARENT_0768,Talc__R050087__Raman__785__0__unoriented__Raman_Data_RAW__21794,Clay,Talc,RRUFF database,R050087,RRUFF database__R050087,val,earth_train_pool,review_required
PARENT_0769,Talc__R050058__Raman__514__0__unoriented__Raman_Data_RAW__9962,Clay,Talc,RRUFF database,R050058,RRUFF database__R050058,train,earth_train_pool,review_required
PARENT_0770,Talc__R050058__Raman__532__0__unoriented__Raman_Data_RAW__21213,Clay,Talc,RRUFF database,R050058,RRUFF database__R050058,train,earth_train_pool,review_required
PARENT_0771,Talc__R050058__Raman__785__0__unoriented__Raman_Data_RAW__21215,Clay,Talc,RRUFF database,R050058,RRUFF database__R050058,train,earth_train_pool,review_required
PARENT_0772,Talc__X050159__Raman__785__0__unoriented__Raman_Data_Processed__6056,Clay,Talc,RRUFF database,X050159,RRUFF database__X050159,val,earth_train_pool,review_required
PARENT_0773,Talc__X050160__Raman__785__0__unoriented__Raman_Data_Processed__6689,Clay,Talc,RRUFF database,X050160,RRUFF database__X050160,train,earth_train_pool,review_required
PARENT_0774,Talc__X050161__Raman__785__0__unoriented__Raman_Data_Processed__6691,Clay,Talc,RRUFF database,X050161,RRUFF database__X050161,val,earth_train_pool,review_required
PARENT_0775,Vermiculite__R050490__Raman__532__0__unoriented__Raman_Data_RAW__31643,Clay,Talc,RRUFF database,R050490,RRUFF database__R050490,test,earth_train_pool,review_required
PARENT_0776,Vermiculite__R050490__Raman__780__0__unoriented__Raman_Data_RAW__31645,Clay,Talc,RRUFF database,R050490,RRUFF database__R050490,test,earth_train_pool,review_required
PARENT_0777,Willemseite__R061112__Raman__532__0__unoriented__Raman_Data_RAW__17356,Clay,Talc,RRUFF database,R061112,RRUFF database__R061112,train,earth_train_pool,review_required
PARENT_0778,Yofortierite__R080111__Raman__532__0__unoriented__Raman_Data_RAW__30108,Clay,Talc,RRUFF database,R080111,RRUFF database__R080111,test,earth_train_pool,review_required
PARENT_0779,Yofortierite__R080111__Raman__780__0__unoriented__Raman_Data_RAW__30110,Clay,Talc,RRUFF database,R080111,RRUFF database__R080111,test,earth_train_pool,review_required
PARENT_0780,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-28,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-28,SHERLOC in-situ spectra__ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-28,external_sherloc,external_sherloc_test,external_domain
PARENT_0781,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-17,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-17,SHERLOC in-situ spectra__ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-17,external_sherloc,external_sherloc_test,external_domain
PARENT_0782,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-83,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-83,SHERLOC in-situ spectra__ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-83,external_sherloc,external_sherloc_test,external_domain
PARENT_0783,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-89,Phosphate,Phosphate,SHERLOC in-situ spectra,ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-89,SHERLOC in-situ spectra__ss__0186_0683477446_620rrs__0070000srlc10500w208cgnj04_Region1_Raman-89,external_sherloc,external_sherloc_test,external_domain
PARENT_0784,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-19,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-19,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-19,external_sherloc,external_sherloc_test,external_domain
PARENT_0785,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-20,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-20,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-20,external_sherloc,external_sherloc_test,external_domain
PARENT_0786,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-27,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-27,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-27,external_sherloc,external_sherloc_test,external_domain
PARENT_0787,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-28,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-28,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-28,external_sherloc,external_sherloc_test,external_domain
PARENT_0788,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-29,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-29,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-29,external_sherloc,external_sherloc_test,external_domain
PARENT_0789,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-31,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-31,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-31,external_sherloc,external_sherloc_test,external_domain
PARENT_0790,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-35,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-35,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-35,external_sherloc,external_sherloc_test,external_domain
PARENT_0791,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-36,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-36,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-36,external_sherloc,external_sherloc_test,external_domain
PARENT_0792,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-40,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-40,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-40,external_sherloc,external_sherloc_test,external_domain
PARENT_0793,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-48,Sulfate,Bassanite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-48,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-48,external_sherloc,external_sherloc_test,external_domain
PARENT_0794,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-49,Sulfate,Bassanite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-49,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-49,external_sherloc,external_sherloc_test,external_domain
PARENT_0795,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-50,Sulfate,Bassanite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-50,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-50,external_sherloc,external_sherloc_test,external_domain
PARENT_0796,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-55,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-55,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-55,external_sherloc,external_sherloc_test,external_domain
PARENT_0797,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-57,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-57,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-57,external_sherloc,external_sherloc_test,external_domain
PARENT_0798,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-58,Sulfate,Bassanite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-58,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-58,external_sherloc,external_sherloc_test,external_domain
PARENT_0799,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-67,Sulfate,Anhydrite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-67,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-67,external_sherloc,external_sherloc_test,external_domain
PARENT_0800,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-73,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-73,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-73,external_sherloc,external_sherloc_test,external_domain
PARENT_0801,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-74,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-74,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-74,external_sherloc,external_sherloc_test,external_domain
PARENT_0802,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-79,Sulfate,Bassanite,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-79,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-79,external_sherloc,external_sherloc_test,external_domain
PARENT_0803,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-83,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-83,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-83,external_sherloc,external_sherloc_test,external_domain
PARENT_0804,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-85,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-85,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-85,external_sherloc,external_sherloc_test,external_domain
PARENT_0805,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-86,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-86,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-86,external_sherloc,external_sherloc_test,external_domain
PARENT_0806,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-95,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-95,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-95,external_sherloc,external_sherloc_test,external_domain
PARENT_0807,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-96,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-96,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-96,external_sherloc,external_sherloc_test,external_domain
PARENT_0808,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-97,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-97,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-97,external_sherloc,external_sherloc_test,external_domain
PARENT_0809,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-98,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-98,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-98,external_sherloc,external_sherloc_test,external_domain
PARENT_0810,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-100,Sulfate,Gypsum,SHERLOC in-situ spectra,ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-100,SHERLOC in-situ spectra__ss__0304_0693963943_980rrs__0090000srlc11374w108cgnj02_Region1_Raman-100,external_sherloc,external_sherloc_test,external_domain
PARENT_0811,Chromite__R110059__Raman__532__0__unoriented__Raman_Data_Processed__35576,Oxides/Hydroxides,Chromite,RRUFF database,R110059,RRUFF database__R110059,val,earth_train_pool,include_pending_manual_review
PARENT_0812,DUV-Ammonium Chloride,Halides,Ammonium Chloride,Lab-acquired DUV spectra,DUV-Ammonium Chloride,Lab-acquired DUV spectra__DUV-Ammonium Chloride,train,earth_train_pool,review_required
PARENT_0813,DUV-Anhydrite,Sulfate,Anhydrite,Lab-acquired DUV spectra,DUV-Anhydrite,Lab-acquired DUV spectra__DUV-Anhydrite,train,earth_train_pool,include_pending_manual_review
PARENT_0814,DUV-Antigorite,Serpentine,Antigorite,Lab-acquired DUV spectra,DUV-Antigorite,Lab-acquired DUV spectra__DUV-Antigorite,val,earth_train_pool,review_required
PARENT_0815,DUV-Aragonite,Carbonate,Aragonite,Lab-acquired DUV spectra,DUV-Aragonite,Lab-acquired DUV spectra__DUV-Aragonite,test,earth_train_pool,include_pending_manual_review
PARENT_0816,DUV-Augite,Pyroxene,Augite,Lab-acquired DUV spectra,DUV-Augite,Lab-acquired DUV spectra__DUV-Augite,test,earth_train_pool,include_pending_manual_review
PARENT_0817,DUV-Basaltic Glass,Glass,Basaltic Glass,Lab-acquired DUV spectra,DUV-Basaltic Glass,Lab-acquired DUV spectra__DUV-Basaltic Glass,test,earth_train_pool,include_pending_manual_review
PARENT_0818,DUV-Biotite,Mica,Biotite,Lab-acquired DUV spectra,DUV-Biotite,Lab-acquired DUV spectra__DUV-Biotite,train,earth_train_pool,review_required
PARENT_0819,DUV-Brucite,Oxides/Hydroxides,Brucite,Lab-acquired DUV spectra,DUV-Brucite,Lab-acquired DUV spectra__DUV-Brucite,train,earth_train_pool,include_pending_manual_review
PARENT_0820,DUV-Bytownite,Plagioclase,Bytownite,Lab-acquired DUV spectra,DUV-Bytownite,Lab-acquired DUV spectra__DUV-Bytownite,train,earth_train_pool,include_pending_manual_review
PARENT_0821,DUV-Ca Chloride,Halides,Ca Chloride,Lab-acquired DUV spectra,DUV-Ca Chloride,Lab-acquired DUV spectra__DUV-Ca Chloride,train,earth_train_pool,review_required
PARENT_0822,DUV-Calcite,Carbonate,Calcite,Lab-acquired DUV spectra,DUV-Calcite,Lab-acquired DUV spectra__DUV-Calcite,train,earth_train_pool,include_pending_manual_review
PARENT_0823,DUV-Chalk,Carbonate,Chalk,Lab-acquired DUV spectra,DUV-Chalk,Lab-acquired DUV spectra__DUV-Chalk,test,earth_train_pool,include_pending_manual_review
PARENT_0824,DUV-Chlorite,Clay,Chlorite,Lab-acquired DUV spectra,DUV-Chlorite,Lab-acquired DUV spectra__DUV-Chlorite,test,earth_train_pool,review_required
PARENT_0825,DUV-Colemanite,Borate,Colemanite,Lab-acquired DUV spectra,DUV-Colemanite,Lab-acquired DUV spectra__DUV-Colemanite,train,earth_train_pool,include_pending_manual_review
PARENT_0826,DUV-Diopside,Pyroxene,Diopside,Lab-acquired DUV spectra,DUV-Diopside,Lab-acquired DUV spectra__DUV-Diopside,train,earth_train_pool,include_pending_manual_review
PARENT_0827,DUV-Dolomite,Carbonate,Dolomite,Lab-acquired DUV spectra,DUV-Dolomite,Lab-acquired DUV spectra__DUV-Dolomite,val,earth_train_pool,include_pending_manual_review
PARENT_0828,DUV-Enstatite,Pyroxene,Enstatite,Lab-acquired DUV spectra,DUV-Enstatite,Lab-acquired DUV spectra__DUV-Enstatite,train,earth_train_pool,include_pending_manual_review
PARENT_0829,DUV-Epidote,Other Silicates,Epidote,Lab-acquired DUV spectra,DUV-Epidote,Lab-acquired DUV spectra__DUV-Epidote,train,earth_train_pool,include_pending_manual_review
PARENT_0830,DUV-Epsomite,Sulfate,Epsomite,Lab-acquired DUV spectra,DUV-Epsomite,Lab-acquired DUV spectra__DUV-Epsomite,train,earth_train_pool,include_pending_manual_review
