materialized_spectrum_id,parent_spectrum_id,model_label,subtype_label,source_type,source_id,split_main,is_augmented,materialized_file_path,materialized_file_sha256,augmentation_seed,augmentation_parameters_json
AUG_Silica_Phase_0114_from_PARENT_0862,PARENT_0862,Silica Phase,Quartz,Deterministic augmentation of Lab-acquired DUV spectra,DUV-Quartz,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0114_from_PARENT_0862.csv,27d1886e27a3cf47e292dcd882ba555690c8d7c8afb173c4b5784586e1cd77c0,555378800,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [476.214, 649.915, 805.074, 1081.239, 1168.09, 1608.197, 2206.392, 2373.262, 2424.006, 2578.19, 3276.897, 3311.052], ""gamma"": 1.3333737263219028, ""noise_sigma"": 0.014508362378487842}"
AUG_Silica_Phase_0115_from_PARENT_0519,PARENT_0519,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R040031,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0115_from_PARENT_0519.csv,6460b145d895d4d6f50df6c08aeabcaf8a296fe8a804078e3d35efe0c9e5bb6c,4182214306,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8777882872927151, ""center_cm-1"": 1409.124, ""half_width_points"": 20}, {""attenuation_factor"": 0.8930534245545684, ""center_cm-1"": 836.302, ""half_width_points"": 23}], ""baseline_coefficients"": [0.01940077170729637, -0.021023854613304138, -0.022009840235114098], ""detected_band_centers_cm-1"": [126.86, 205.904, 353.257, 464.504], ""gamma"": 0.8286857850446084, ""noise_sigma"": 0.005898379209184379}"
AUG_Silica_Phase_0116_from_PARENT_0520,PARENT_0520,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R040031,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0116_from_PARENT_0520.csv,f47ca006e9be7e9750c4aaa6f826fb785673e2a8ad4aa2b23851cc5e9ac63e10,2330914550,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [126.86, 203.952, 264.455, 355.209, 463.528], ""gamma"": 0.978605696167254, ""noise_sigma"": 0.01056543371676676}"
AUG_Silica_Phase_0117_from_PARENT_0521,PARENT_0521,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R040031,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0117_from_PARENT_0521.csv,9ae1f07568c2d3e4a51cc61ef81cc9fd9245a1eb243cbee081e78a659bc5b97a,1780019236,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""residual_baseline""], ""baseline_coefficients"": [-0.005199586972594261, -0.023246893659234047, -0.006875515915453434], ""detected_band_centers_cm-1"": [127.836, 203.952, 355.209, 463.528], ""gamma"": 1.2111910914207231, ""peak_envelope_events"": [{""amplitude"": -0.020886365827108566, ""center_cm-1"": 127.836, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.32110243538832}, {""amplitude"": -0.04698053329305056, ""center_cm-1"": 203.952, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.774861527138562}, {""amplitude"": 0.02237003769694898, ""center_cm-1"": 355.209, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.255107803836612}, {""amplitude"": -0.0545002145384953, ""center_cm-1"": 463.528, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.364714620057024}]}"
AUG_Silica_Phase_0118_from_PARENT_0522,PARENT_0522,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R050125,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0118_from_PARENT_0522.csv,dfcf3a6925fcffef6b6b2063b27586d37ef78527cb3ff76079bc52fa8d524666,2567210131,"{""applied"": [""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [-0.0012413272634148598, 0.00894779060035944, -0.02686375007033348], ""detected_band_centers_cm-1"": [126.86, 204.928, 463.528], ""noise_sigma"": 0.011286041214629262}"
AUG_Silica_Phase_0119_from_PARENT_0523,PARENT_0523,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R050125,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0119_from_PARENT_0523.csv,398a8966e42d87aa2c5bba2b67397824412a5acc2d2a65d1abd23f5ae326aaa8,1872304183,"{""applied"": [""peak_envelope_intensity_perturbation"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8999591309859063, ""center_cm-1"": 1117.346, ""half_width_points"": 35}, {""attenuation_factor"": 0.9077338395985167, ""center_cm-1"": 648.939, ""half_width_points"": 21}, {""attenuation_factor"": 0.7674407918189255, ""center_cm-1"": 809.954, ""half_width_points"": 26}], ""detected_band_centers_cm-1"": [128.812, 204.928, 264.455, 355.209, 464.504], ""peak_envelope_events"": [{""amplitude"": -0.07538407591421394, ""center_cm-1"": 128.812, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.245095828890133}, {""amplitude"": 0.013775741773389583, ""center_cm-1"": 204.928, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.858690657428381}, {""amplitude"": 0.00992598445554893, ""center_cm-1"": 264.455, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.37225361029029}, {""amplitude"": -0.023542576567206555, ""center_cm-1"": 355.209, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.575527018387167}, {""amplitude"": 0.05710283863146971, ""center_cm-1"": 464.504, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.151637844755239}]}"
AUG_Silica_Phase_0120_from_PARENT_0524,PARENT_0524,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R050125,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0120_from_PARENT_0524.csv,3d81d3f4371d442a5f6419e32692a2c8c61213d4a85f81e66e58be56ff70bfae,2461515105,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.02764252945780754, -0.013672641478478909, 0.002569838659837842], ""broadening_alpha"": 0.4912168104536525, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [126.86, 203.952, 263.479, 463.528], ""gamma"": 1.1988600264047347, ""noise_sigma"": 0.018510237493955643}"
AUG_Silica_Phase_0121_from_PARENT_0525,PARENT_0525,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R060604,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0121_from_PARENT_0525.csv,d849c3e6197200270f6b5ac93ee29d823e8076982eae56fd7c19bf63166a2b48,1491662499,"{""applied"": [""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.6364484098639034, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [128.812, 204.928, 263.479, 402.049, 464.504], ""noise_sigma"": 0.024845968090728962}"
AUG_Silica_Phase_0122_from_PARENT_0526,PARENT_0526,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R060604,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0122_from_PARENT_0526.csv,7715014d7a05f07468f194e1ebfe3a2c12b703d0d620fd510cd87f2784cf1fe3,386045431,"{""applied"": [""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [0.0021108754444867373, 0.01980597898364067, 0.01005276944488287], ""broadening_alpha"": 0.2722037154512725, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [126.86, 203.952, 354.233, 463.528], ""noise_sigma"": 0.023597696959815506, ""peak_envelope_events"": [{""amplitude"": 0.006293830427820488, ""center_cm-1"": 126.86, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.15633967525389}, {""amplitude"": 0.025716914875666644, ""center_cm-1"": 203.952, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.633670854093261}, {""amplitude"": 0.0026088858014381294, ""center_cm-1"": 354.233, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.928292598937633}, {""amplitude"": 0.011849582901544059, ""center_cm-1"": 463.528, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.40563823008383}]}"
AUG_Silica_Phase_0123_from_PARENT_0527,PARENT_0527,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,X080015,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0123_from_PARENT_0527.csv,49e00ef87807bf786df0da6b77a2d4273fcca86b9f03d9b8fcd68470a8b2fffe,326858061,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.839379173440908, ""center_cm-1"": 793.364, ""half_width_points"": 12}], ""baseline_coefficients"": [0.008468570187687874, 0.028115304186940193, 0.030568953603506088], ""detected_band_centers_cm-1"": [128.812, 204.928, 356.184, 464.504], ""gamma"": 1.1712458032726474, ""noise_sigma"": 0.007090742035615172}"
AUG_Silica_Phase_0124_from_PARENT_0528,PARENT_0528,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,X080015,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0124_from_PARENT_0528.csv,7e1dcb7c162891c7621b4944023e9370ca94dc5d2ddcb813149f8254016012fd,2253333430,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [128.812, 205.904, 356.184, 465.479], ""gamma"": 1.3155483222946542, ""noise_sigma"": 0.007843669196285596}"
AUG_Silica_Phase_0125_from_PARENT_0529,PARENT_0529,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,X080016,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0125_from_PARENT_0529.csv,4a331b815136f42286af1c47298fa77b60c7219d97ca4c2647bfe53b1681eac3,3876120498,"{""applied"": [""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8047394365520256, ""center_cm-1"": 1235.423, ""half_width_points"": 23}, {""attenuation_factor"": 0.8269482503077891, ""center_cm-1"": 818.736, ""half_width_points"": 15}], ""baseline_coefficients"": [-0.0007929973653517663, -5.644453153763607e-07, 0.007937557063996792], ""detected_band_centers_cm-1"": [128.812, 204.928, 464.504], ""noise_sigma"": 0.011930901096373679}"
AUG_Silica_Phase_0126_from_PARENT_0530,PARENT_0530,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,X080016,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0126_from_PARENT_0530.csv,83f388c742d8675e96890dc4e5de3f504b10c60a75a5c1dc31584a6c7521a8fa,178285776,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [0.028358690440654755, 0.0006149945547804236, -0.004941808991134167], ""detected_band_centers_cm-1"": [128.812, 205.904, 264.455, 400.098, 465.479], ""gamma"": 0.8646199416476209, ""noise_sigma"": 0.008094430198274811}"
AUG_Silica_Phase_0127_from_PARENT_0531,PARENT_0531,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R100134,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0127_from_PARENT_0531.csv,1b900f9f24610afe7f93a0140329d0ae14ffb2ef65e0ade53007366acfc91427,3824026919,"{""applied"": [""peak_envelope_intensity_perturbation"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [204.928, 355.209, 464.504], ""noise_sigma"": 0.017066222354298163, ""peak_envelope_events"": [{""amplitude"": -0.004968058241819395, ""center_cm-1"": 204.928, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.236452879747634}, {""amplitude"": 0.002193508091762053, ""center_cm-1"": 355.209, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.374758181972226}, {""amplitude"": -0.0008325168295352375, ""center_cm-1"": 464.504, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.957745973053697}]}"
AUG_Silica_Phase_0128_from_PARENT_0532,PARENT_0532,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R100134,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0128_from_PARENT_0532.csv,347f11e1eb8ddf6018b28b83616f7f6e206d15a11e0d0bb90af0a540e497e440,1549946864,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.549680475705963, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [127.836, 204.928, 264.455, 355.209, 464.504, 508.417], ""gamma"": 1.3362602373805994, ""noise_sigma"": 0.008729448659893214}"
AUG_Silica_Phase_0129_from_PARENT_0533,PARENT_0533,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R110104,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0129_from_PARENT_0533.csv,27b40f983fa546c80ae50e88771e800e7e4edb69546ea80f671b2839427eaddb,378938473,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [127.836, 204.928, 354.233, 464.504], ""gamma"": 1.135319391996959, ""noise_sigma"": 0.023428803625719957}"
AUG_Silica_Phase_0130_from_PARENT_0534,PARENT_0534,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R110104,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0130_from_PARENT_0534.csv,73b8ee9f714420f342b769482cf72dc9356a1cd18d8a200992074861df9db18c,3109059594,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.018737610429525375, -0.03255463391542435, 0.009238031692802906], ""broadening_alpha"": 0.44297163734356515, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [204.928, 264.455, 356.184, 394.242, 464.504], ""gamma"": 1.078423438903222, ""noise_sigma"": 0.01258512392517779}"
AUG_Silica_Phase_0131_from_PARENT_0535,PARENT_0535,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R110108,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0131_from_PARENT_0535.csv,ca4812a9cb08cfa9d26690b3825560a8634eb8771004002a905fc3fc0170c52e,1735906090,"{""applied"": [""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7697060851868711, ""center_cm-1"": 424.494, ""half_width_points"": 15}, {""attenuation_factor"": 0.873353394197168, ""center_cm-1"": 1132.959, ""half_width_points"": 23}, {""attenuation_factor"": 0.767988382435457, ""center_cm-1"": 966.089, ""half_width_points"": 11}], ""baseline_coefficients"": [0.004235920961946249, 0.021132085472345352, -0.0031458958983421326], ""broadening_alpha"": 0.5770146113170163, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [127.836, 204.928, 355.209, 464.504], ""noise_sigma"": 0.018245432847529625}"
AUG_Silica_Phase_0132_from_PARENT_0536,PARENT_0536,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R110108,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0132_from_PARENT_0536.csv,71aa30777ab60f6fb17b2a9fda1b31ab24b9d9a0dc951101aad03f42e575d3fd,3013009457,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [-0.007834866642951965, -0.002009300049394369, 0.020911674946546555], ""detected_band_centers_cm-1"": [204.928, 265.431, 356.184, 404.001, 465.479, 509.393, 809.954], ""gamma"": 0.8647214970338332, ""noise_sigma"": 0.01702953370982752}"
AUG_Silica_Phase_0133_from_PARENT_0537,PARENT_0537,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R150074,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0133_from_PARENT_0537.csv,c303a23734205d44615fd37e9571baf3e1f5bce27c138a90a9a8d08d6100a632,3222516934,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [129.788, 206.88, 266.406, 357.16, 465.479], ""gamma"": 0.8493639283577546, ""noise_sigma"": 0.009262935743711832}"
AUG_Silica_Phase_0134_from_PARENT_0538,PARENT_0538,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R150074,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0134_from_PARENT_0538.csv,56dc0bcc2d9d56f9c1a39ffcb69be9ea77b5fde8209d178c472f247bdb0e2d2c,3825419153,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [129.788, 206.88, 356.184, 466.455], ""noise_sigma"": 0.021829124606282415}"
AUG_Silica_Phase_0135_from_PARENT_0539,PARENT_0539,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R150091,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0135_from_PARENT_0539.csv,4c75170cb68facceb1a343c0043bdf8a3ce369b54f5ee2fc01dccdb73bcb8886,3307651331,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [129.788, 206.88, 466.455], ""gamma"": 1.1324490448853268, ""noise_sigma"": 0.009766629625990371}"
AUG_Silica_Phase_0136_from_PARENT_0540,PARENT_0540,Silica Phase,Quartz,Deterministic augmentation of RRUFF database,R150091,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0136_from_PARENT_0540.csv,e23b300f86e24939430ff78d6e9747c262915200239b67aa337f104aa2667b9c,4247334596,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [-0.02218664437532425, 0.025191813707351685, -0.01622801087796688], ""detected_band_centers_cm-1"": [129.788, 205.904, 356.184, 395.218, 465.479], ""gamma"": 1.2082451715674836, ""noise_sigma"": 0.022639469499113586}"
AUG_Silica_Phase_0137_from_PARENT_0541,PARENT_0541,Silica Phase,Opal,Deterministic augmentation of RRUFF database,R060652,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0137_from_PARENT_0541.csv,57c1e27a8f161a6eb0dae5fe84708072c6d0af54f60b840ef2f9f90307769c4e,3008314636,"{""applied"": [""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [0.008092609234154224, 0.009220809675753117, -0.01729431189596653], ""detected_band_centers_cm-1"": [195.17, 326.909, 778.727, 877.287, 897.78, 929.983, 978.775, 989.51, 1009.027, 1029.519, 1073.432, 1135.887], ""noise_sigma"": 0.007068014785303132}"
AUG_Silica_Phase_0138_from_PARENT_0542,PARENT_0542,Silica Phase,Opal,Deterministic augmentation of RRUFF database,R060652,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0138_from_PARENT_0542.csv,3b1963c55a312c331f43dd6827da9edb3b7aaac4ff42528e09ee1f20b295a868,189037047,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.3142328344240841, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [93.681, 330.812, 780.678], ""gamma"": 0.7917897239101495, ""noise_sigma"": 0.0052401142413941275}"
AUG_Silica_Phase_0139_from_PARENT_0543,PARENT_0543,Silica Phase,Opal,Deterministic augmentation of RRUFF database,R060653,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0139_from_PARENT_0543.csv,1b3b86bf02b15d9be8faf1a479dd93e7029a89a2accd5cf3c9012152f4cb8bb2,4022400829,"{""applied"": [], ""detected_band_centers_cm-1"": [195.17, 445.962, 791.413, 956.331]}"
AUG_Silica_Phase_0140_from_PARENT_0544,PARENT_0544,Silica Phase,Opal,Deterministic augmentation of RRUFF database,R060653,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0140_from_PARENT_0544.csv,b0709015ff17c6790ab23cf94d76873b63fe2afe1e7ddc16433f7c2b2c5ed3ad,4287414975,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation""], ""detected_band_centers_cm-1"": [93.681, 390.339], ""gamma"": 1.321455573088127, ""peak_envelope_events"": [{""amplitude"": 0.05750507067833961, ""center_cm-1"": 93.681, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.027304017985756}, {""amplitude"": 0.07868420896693283, ""center_cm-1"": 390.339, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.838135836102}]}"
AUG_Silica_Phase_0141_from_PARENT_0549,PARENT_0549,Silica Phase,Opal,Deterministic augmentation of RRUFF database,X070002,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0141_from_PARENT_0549.csv,db529c10a06f4304d65687e1db07ddb6eada8148da71877d46a82f85cd914a39,324307569,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation""], ""detected_band_centers_cm-1"": [294.706, 367.895, 479.141, 599.171, 810.93, 968.041, 984.63, 1125.152], ""gamma"": 1.0755738516109394, ""peak_envelope_events"": [{""amplitude"": -0.008064134616542665, ""center_cm-1"": 294.706, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.769066409719702}, {""amplitude"": 0.021554862753684997, ""center_cm-1"": 367.895, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.733978506604575}, {""amplitude"": 0.06575235317826912, ""center_cm-1"": 479.141, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.261218012743173}, {""amplitude"": 0.016155053432308594, ""center_cm-1"": 599.171, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.591690711311688}, {""amplitude"": 0.000291372905678558, ""center_cm-1"": 810.93, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.318289215846189}, {""amplitude"": 0.011456013220778799, ""center_cm-1"": 968.041, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.722519648852861}, {""amplitude"": 0.05599292071547059, ""center_cm-1"": 984.63, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.603483036852047}, {""amplitude"": -0.032957952384080315, ""center_cm-1"": 1125.152, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.209820860551981}]}"
AUG_Silica_Phase_0142_from_PARENT_0550,PARENT_0550,Silica Phase,Opal,Deterministic augmentation of RRUFF database,X070002,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0142_from_PARENT_0550.csv,1becd008ffc44ecc481b2dcdddaf02839e5932de638fb2a9a582ac131f09cb0e,822089594,"{""applied"": [""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [-0.020902162417769432, 0.04975124076008797, 0.028331968933343887], ""detected_band_centers_cm-1"": [293.73, 363.015, 479.141, 599.171, 810.93, 875.335, 913.393, 967.065, 1120.273, 1177.848], ""noise_sigma"": 0.02327332030212854}"
AUG_Silica_Phase_0143_from_PARENT_0551,PARENT_0551,Silica Phase,Opal,Deterministic augmentation of RRUFF database,X070003,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0143_from_PARENT_0551.csv,20a9d8ef6934179be3a32763d247816d62d61d07670169daae82e896103dbabd,1912573236,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8927352525127465, ""center_cm-1"": 1062.698, ""half_width_points"": 33}, {""attenuation_factor"": 0.8402610322526369, ""center_cm-1"": 516.223, ""half_width_points"": 22}], ""baseline_coefficients"": [-0.021991603076457977, 0.011792554520070553, -0.007328324019908905], ""detected_band_centers_cm-1"": [272.262, 350.329, 222.493, 251.769, 423.518, 375.701, 286.899, 405.953, 331.788, 808.002, 315.199, 397.17], ""gamma"": 0.8719960360659577, ""noise_sigma"": 0.02360454621752238}"
AUG_Silica_Phase_0144_from_PARENT_0552,PARENT_0552,Silica Phase,Opal,Deterministic augmentation of RRUFF database,X070003,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0144_from_PARENT_0552.csv,e3979e9417aa8b43bd77a4b272cb81dc8b84825d2ec320b9d27d31243a94a099,1987636924,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7745557360758931, ""center_cm-1"": 492.803, ""half_width_points"": 29}, {""attenuation_factor"": 0.9376599696570962, ""center_cm-1"": 241.034, ""half_width_points"": 32}, {""attenuation_factor"": 0.7552212892240412, ""center_cm-1"": 327.885, ""half_width_points"": 14}], ""baseline_coefficients"": [-0.010678590275347233, 0.026833929121494293, 0.0017436484340578318], ""detected_band_centers_cm-1"": [345.45, 376.677, 404.977, 437.18, 484.996, 600.146, 790.437, 1058.795], ""gamma"": 1.1509164757838894, ""noise_sigma"": 0.007844943800066357}"
AUG_Silica_Phase_0145_from_PARENT_0553,PARENT_0553,Silica Phase,Opal,Deterministic augmentation of RRUFF database,R070627,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0145_from_PARENT_0553.csv,db9cc061a1c0d094f7b2632e80b82465186f5b25cb118c1a5a2a266b14705fe6,2796441145,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [-0.0029392167925834656, 0.03516308218240738, 0.016854025423526764], ""detected_band_centers_cm-1"": [145.401, 228.348, 293.73, 415.711, 783.606, 1075.384], ""gamma"": 1.0154288070258377, ""noise_sigma"": 0.014361046473388542}"
AUG_Silica_Phase_0146_from_PARENT_0554,PARENT_0554,Silica Phase,Opal,Deterministic augmentation of RRUFF database,R070627,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0146_from_PARENT_0554.csv,57b9a88a4dc2e30bf97f5a046e5b699f447d975960952c26d046a3c108ec8e47,4247092688,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [113.198, 228.348, 416.687, 782.63], ""noise_sigma"": 0.007461188007133424}"
AUG_Silica_Phase_0147_from_PARENT_0555,PARENT_0555,Silica Phase,Opal,Deterministic augmentation of RRUFF database,X080017,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Silica_Phase_0147_from_PARENT_0555.csv,d56474be8b9e83672e888375acdeb0266acfe04013b039010e5db4d339609ef1,3013142012,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [144.425, 268.358, 311.295, 444.011, 484.996, 598.195, 640.156, 796.292], ""noise_sigma"": 0.02416360572174988}"
