augmented_id,parent_spectrum_id,parent_group,model_label,major_category,subtype_label,source_type,split_main,repository_file,random_seed,augmentation_parameters_json
PARENT_0894__AUG_0002,PARENT_0894,Lab-acquired DUV spectra__DUV-Epsomite1,Sulfate,Sulfate,Epsomite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0894__AUG_0002.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [983.0, 1035.0, 1118.0, 1213.0, 1621.0, 1868.0, 2980.0, 3057.0, 3065.0, 3423.0, 3654.0, 3775.0], ""gaussian_noise_sigma_normalized"": 0.012417703224625067, ""intensity_gamma"": 1.187670079519222, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0304__AUG_0003,PARENT_0304,RRUFF database__R040029,Sulfate,Sulfate,Gypsum,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0304__AUG_0003.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 2, ""detected_band_positions_cm-1"": [492.382, 1008.555], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.7973534543909357, ""symmetric_broadening_alpha"": 0.3094172228458824, ""weak_band_attenuation_windows"": []}"
PARENT_0836__AUG_0004,PARENT_0836,Lab-acquired DUV spectra__DUV-Gypsum,Sulfate,Sulfate,Gypsum,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0836__AUG_0004.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [984.09835, 986.31059, 986.31059, 988.52282, 990.73506, 990.73506, 990.73506, 990.73506, 1008.43294, 1048.25318, 1048.25318, 3499.41028], ""gaussian_noise_sigma_normalized"": 0.009084400597449136, ""intensity_gamma"": 0.9466369383241846, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0899__AUG_0005,PARENT_0899,Lab-acquired DUV spectra__DUV-Mg Sulfate1,Sulfate,Sulfate,Mg Sulfate,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0899__AUG_0005.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [474.0, 1001.0, 1150.0, 3146.0, 3345.0, 3392.0, 3409.0, 3425.0, 3450.0, 3511.0, 3809.0, 3822.0], ""gaussian_noise_sigma_normalized"": 0.005786121240762023, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.6328378406381454, ""weak_band_attenuation_windows"": []}"
PARENT_0480__AUG_0006,PARENT_0480,RRUFF database__R060406,Sulfate,Sulfate,Natroalunite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0480__AUG_0006.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.03529091927007169, ""center_cm-1"": 235.6703, ""sigma_cm-1"": 5.709324896023329}, {""amplitude"": -0.055536661439454404, ""center_cm-1"": 655.5944, ""sigma_cm-1"": 8.355408202464371}, {""amplitude"": -0.017313800550652375, ""center_cm-1"": 1026.343, ""sigma_cm-1"": 9.970360239219897}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 3, ""detected_band_positions_cm-1"": [235.6703, 655.5944, 1026.343], ""gaussian_noise_sigma_normalized"": 0.020699236813059456, ""intensity_gamma"": 1.0798528176023618, ""symmetric_broadening_alpha"": 0.3942538682312851, ""weak_band_attenuation_windows"": []}"
PARENT_0476__AUG_0007,PARENT_0476,RRUFF database__R061102,Sulfate,Sulfate,Anhydrite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0476__AUG_0007.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [416.7923, 498.2701, 609.157, 627.9595, 675.207, 1017.028, 1129.843, 1159.734], ""gaussian_noise_sigma_normalized"": 0.008294663330052006, ""intensity_gamma"": 1.2221568744166047, ""symmetric_broadening_alpha"": 0.42822853261055865, ""weak_band_attenuation_windows"": [{""factor"": 0.803786950763668, ""index_start"": 1198, ""index_stop"": 1264}, {""factor"": 0.8568559884841578, ""index_start"": 2167, ""index_stop"": 2193}, {""factor"": 0.9407757609561438, ""index_start"": 722, ""index_stop"": 766}]}"
PARENT_0477__AUG_0008,PARENT_0477,RRUFF database__X050074,Sulfate,Sulfate,Epsomite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0477__AUG_0008.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.017149434026938203, 0.03453350642116719, 0.00395233178982289], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [245.0, 467.0, 610.0, 983.0], ""gaussian_noise_sigma_normalized"": 0.006644891288489658, ""intensity_gamma"": 1.3319387903939126, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0904__AUG_0009,PARENT_0904,Lab-acquired DUV spectra__DUV-Na Sulfate1,Sulfate,Sulfate,Na Sulfate,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0904__AUG_0009.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [552.0, 998.0, 1136.0, 2353.0, 2443.0, 2953.0, 3140.0, 3237.0, 3320.0, 3668.0, 3950.0, 3964.0], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.1902766705517944, ""symmetric_broadening_alpha"": 0.283290377657119, ""weak_band_attenuation_windows"": [{""factor"": 0.8632414688180058, ""index_start"": 419, ""index_stop"": 487}, {""factor"": 0.9343904408522148, ""index_start"": 763, ""index_stop"": 809}, {""factor"": 0.8417264859686242, ""index_start"": 2758, ""index_stop"": 2820}]}"
PARENT_0898__AUG_0010,PARENT_0898,Lab-acquired DUV spectra__DUV-Kieserite1,Sulfate,Sulfate,Kieserite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0898__AUG_0010.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.00700065047149054, -0.047660222770812465, -4.571013497869398e-05], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [457.0, 980.0, 1036.0, 1117.0, 2777.0, 3076.0, 3101.0, 3396.0, 3432.0, 3468.0, 3585.0, 3733.0], ""gaussian_noise_sigma_normalized"": 0.006244493995451732, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8630540917016425, ""index_start"": 174, ""index_stop"": 222}, {""factor"": 0.7784396390322983, ""index_start"": 3365, ""index_stop"": 3429}, {""factor"": 0.9227937778796256, ""index_start"": 3172, ""index_stop"": 3234}]}"
PARENT_0903__AUG_0011,PARENT_0903,Lab-acquired DUV spectra__DUV-Natrojarosite1,Sulfate,Sulfate,Natrojarosite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0903__AUG_0011.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.07993536634307626, ""center_cm-1"": 1266.0, ""sigma_cm-1"": 7.285209753635942}, {""amplitude"": -0.07646270251469334, ""center_cm-1"": 1283.0, ""sigma_cm-1"": 5.325295600674842}, {""amplitude"": 0.07210793973329509, ""center_cm-1"": 1487.0, ""sigma_cm-1"": 9.911412153908568}, {""amplitude"": -0.06493846094183443, ""center_cm-1"": 1855.0, ""sigma_cm-1"": 9.480187068439356}, {""amplitude"": -0.03969485127977006, ""center_cm-1"": 1980.0, ""sigma_cm-1"": 6.810320849044004}, {""amplitude"": 0.013377032979926484, ""center_cm-1"": 2378.0, ""sigma_cm-1"": 5.190997297108567}, {""amplitude"": 0.07518413412068874, ""center_cm-1"": 2498.0, ""sigma_cm-1"": 5.730406513471873}, {""amplitude"": 0.0047973579618695444, ""center_cm-1"": 2799.0, ""sigma_cm-1"": 9.231472945200146}, {""amplitude"": -0.0020098641195408495, ""center_cm-1"": 2997.0, ""sigma_cm-1"": 6.633212206670512}, {""amplitude"": -0.05080795366050838, ""center_cm-1"": 3270.0, ""sigma_cm-1"": 8.555768328278553}, {""amplitude"": 0.012691016457422849, ""center_cm-1"": 3388.0, ""sigma_cm-1"": 8.576038312159747}, {""amplitude"": 0.01657555411476247, ""center_cm-1"": 3817.0, ""sigma_cm-1"": 5.46846133582747}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [1266.0, 1283.0, 1487.0, 1855.0, 1980.0, 2378.0, 2498.0, 2799.0, 2997.0, 3270.0, 3388.0, 3817.0], ""gaussian_noise_sigma_normalized"": 0.012190828735421346, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0480__AUG_0012,PARENT_0480,RRUFF database__R060406,Sulfate,Sulfate,Natroalunite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0480__AUG_0012.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 3, ""detected_band_positions_cm-1"": [235.6703, 655.5944, 1026.343], ""gaussian_noise_sigma_normalized"": 0.02048676844438915, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0305__AUG_0013,PARENT_0305,RRUFF database__R040029,Sulfate,Sulfate,Gypsum,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0305__AUG_0013.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 7, ""detected_band_positions_cm-1"": [132.1152, 179.8447, 414.1534, 491.7742, 617.1245, 1008.603, 1138.292], ""gaussian_noise_sigma_normalized"": 0.008576529818625894, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0902__AUG_0014,PARENT_0902,Lab-acquired DUV spectra__DUV-Natroalunite-Jarosite1,Sulfate,Sulfate,Natroalunite-Jarosite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0902__AUG_0014.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [566.0, 730.0, 1408.0, 1438.0, 1859.0, 1907.0, 2494.0, 2527.0, 3321.0, 3372.0, 3704.0, 3894.0], ""gaussian_noise_sigma_normalized"": 0.023953471329174983, ""intensity_gamma"": 1.0661306139884084, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0897__AUG_0015,PARENT_0897,Lab-acquired DUV spectra__DUV-Fe II Sulfate1,Sulfate,Sulfate,Fe II Sulfate,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0897__AUG_0015.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0019196223007300795, 0.005037372217340899, -0.004030846151867269], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [453.0, 988.0, 1124.0, 1191.0, 3220.0, 3313.0, 3381.0, 3414.0, 3449.0, 3475.0, 3591.0, 3705.0], ""gaussian_noise_sigma_normalized"": 0.011152459395400393, ""intensity_gamma"": 1.0945232251372714, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0900__AUG_0016,PARENT_0900,Lab-acquired DUV spectra__DUV-Melanterite1,Sulfate,Sulfate,Melanterite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0900__AUG_0016.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [531.0, 1014.0, 1086.0, 1128.0, 1192.0, 1271.0, 3163.0, 3176.0, 3198.0, 3231.0, 3495.0, 3706.0], ""gaussian_noise_sigma_normalized"": 0.01835545357851426, ""intensity_gamma"": 0.8318754709877919, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0836__AUG_0017,PARENT_0836,Lab-acquired DUV spectra__DUV-Gypsum,Sulfate,Sulfate,Gypsum,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0836__AUG_0017.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [984.09835, 986.31059, 986.31059, 988.52282, 990.73506, 990.73506, 990.73506, 990.73506, 1008.43294, 1048.25318, 1048.25318, 3499.41028], ""gaussian_noise_sigma_normalized"": 0.01095763625976483, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0850__AUG_0018,PARENT_0850,Lab-acquired DUV spectra__DUV-Mg Sulfate,Sulfate,Sulfate,Mg Sulfate,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0850__AUG_0018.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [973.03717, 975.24941, 977.46164, 977.46164, 979.67388, 979.67388, 981.88611, 984.09835, 984.09835, 986.31059, 999.584, 3450.74109], ""gaussian_noise_sigma_normalized"": 0.007017035792679762, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0894__AUG_0019,PARENT_0894,Lab-acquired DUV spectra__DUV-Epsomite1,Sulfate,Sulfate,Epsomite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0894__AUG_0019.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.029598384790212026, ""center_cm-1"": 983.0, ""sigma_cm-1"": 9.501959288196835}, {""amplitude"": -0.06836292408002725, ""center_cm-1"": 1035.0, ""sigma_cm-1"": 5.305762613963816}, {""amplitude"": -0.013013614217412095, ""center_cm-1"": 1118.0, ""sigma_cm-1"": 7.825590454177783}, {""amplitude"": -0.07299153092609884, ""center_cm-1"": 1213.0, ""sigma_cm-1"": 5.465548440871169}, {""amplitude"": 0.07750638189737914, ""center_cm-1"": 1621.0, ""sigma_cm-1"": 7.693414792883152}, {""amplitude"": -0.07494576317421191, ""center_cm-1"": 1868.0, ""sigma_cm-1"": 7.331425707781295}, {""amplitude"": -0.07419530043878748, ""center_cm-1"": 2980.0, ""sigma_cm-1"": 4.4841609210125295}, {""amplitude"": -0.05367734102047175, ""center_cm-1"": 3057.0, ""sigma_cm-1"": 6.840776491852926}, {""amplitude"": -0.053475960029270804, ""center_cm-1"": 3065.0, ""sigma_cm-1"": 5.796939105343055}, {""amplitude"": -0.05457431514520618, ""center_cm-1"": 3423.0, ""sigma_cm-1"": 7.672191406607565}, {""amplitude"": 0.013705107842702832, ""center_cm-1"": 3654.0, ""sigma_cm-1"": 4.2908180356530305}, {""amplitude"": 0.06548691172893904, ""center_cm-1"": 3775.0, ""sigma_cm-1"": 9.800350798162203}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [983.0, 1035.0, 1118.0, 1213.0, 1621.0, 1868.0, 2980.0, 3057.0, 3065.0, 3423.0, 3654.0, 3775.0], ""gaussian_noise_sigma_normalized"": 0.01558215806075184, ""intensity_gamma"": 1.1883962741569478, ""symmetric_broadening_alpha"": 0.525762411372042, ""weak_band_attenuation_windows"": []}"
PARENT_0304__AUG_0020,PARENT_0304,RRUFF database__R040029,Sulfate,Sulfate,Gypsum,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0304__AUG_0020.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 2, ""detected_band_positions_cm-1"": [492.382, 1008.555], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0304__AUG_0021,PARENT_0304,RRUFF database__R040029,Sulfate,Sulfate,Gypsum,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0304__AUG_0021.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 2, ""detected_band_positions_cm-1"": [492.382, 1008.555], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.430662895135144, ""weak_band_attenuation_windows"": []}"
PARENT_0902__AUG_0022,PARENT_0902,Lab-acquired DUV spectra__DUV-Natroalunite-Jarosite1,Sulfate,Sulfate,Natroalunite-Jarosite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0902__AUG_0022.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.00736849954419821, 0.006837572204713155, -0.0012060113172208432], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [566.0, 730.0, 1408.0, 1438.0, 1859.0, 1907.0, 2494.0, 2527.0, 3321.0, 3372.0, 3704.0, 3894.0], ""gaussian_noise_sigma_normalized"": 0.02090132440535555, ""intensity_gamma"": 1.2346169130332212, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8439467667488979, ""index_start"": 1840, ""index_stop"": 1900}, {""factor"": 0.888549971082251, ""index_start"": 1131, ""index_stop"": 1179}]}"
PARENT_0830__AUG_0023,PARENT_0830,Lab-acquired DUV spectra__DUV-Epsomite,Sulfate,Sulfate,Epsomite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0830__AUG_0023.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [959.76376, 961.97599, 961.97599, 964.18823, 964.18823, 964.18823, 966.40047, 966.40047, 1041.61648, 1077.01225, 1605.73657, 3421.98203], ""gaussian_noise_sigma_normalized"": 0.01815598076960363, ""intensity_gamma"": 0.9220122101017951, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0868__AUG_0024,PARENT_0868,Lab-acquired DUV spectra__DUV-Thenardite,Sulfate,Sulfate,Thenardite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0868__AUG_0024.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.013168141855791791, 0.0020564578998473215, -0.007240766417365269], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [959.76376, 959.76376, 1001.79624, 1021.70636, 1021.70636, 1023.91859, 1023.91859, 1026.13083, 1026.13083, 1026.13083, 1028.34306, 1154.4405], ""gaussian_noise_sigma_normalized"": 0.023080294187910383, ""intensity_gamma"": 1.0742661876880804, ""symmetric_broadening_alpha"": 0.5938446373825906, ""weak_band_attenuation_windows"": [{""factor"": 0.794393232282983, ""index_start"": 2083, ""index_stop"": 2107}, {""factor"": 0.8833492949079919, ""index_start"": 1184, ""index_stop"": 1252}]}"
PARENT_0306__AUG_0025,PARENT_0306,RRUFF database__R040029,Sulfate,Sulfate,Gypsum,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0306__AUG_0025.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 4, ""detected_band_positions_cm-1"": [414.0138, 492.5988, 618.4312, 1008.463], ""gaussian_noise_sigma_normalized"": 0.022776457947415396, ""intensity_gamma"": 0.9076122581304354, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0485__AUG_0026,PARENT_0485,RRUFF database__R050289,Sulfate,Sulfate,Natrojarosite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0485__AUG_0026.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 10, ""detected_band_positions_cm-1"": [137.6725, 221.5608, 294.8425, 361.3746, 440.9239, 560.0067, 621.7176, 1009.822, 1106.727, 1152.046], ""gaussian_noise_sigma_normalized"": 0.007306007453174255, ""intensity_gamma"": 1.256710162082145, ""symmetric_broadening_alpha"": 0.6440728492691508, ""weak_band_attenuation_windows"": []}"
PARENT_0475__AUG_0027,PARENT_0475,RRUFF database__R061102,Sulfate,Sulfate,Anhydrite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0475__AUG_0027.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.012073969318089028, 0.014934957277782292, -0.003898998831720567], ""detected_band_count"": 2, ""detected_band_positions_cm-1"": [1017.083, 1129.416], ""gaussian_noise_sigma_normalized"": 0.016624071588161312, ""intensity_gamma"": 1.1118173769140713, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0481__AUG_0028,PARENT_0481,RRUFF database__R060406,Sulfate,Sulfate,Natroalunite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0481__AUG_0028.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 5, ""detected_band_positions_cm-1"": [234.2761, 380.3574, 483.5303, 652.271, 1024.465], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.3370205491325873, ""symmetric_broadening_alpha"": 0.34337470901616124, ""weak_band_attenuation_windows"": []}"
PARENT_0868__AUG_0029,PARENT_0868,Lab-acquired DUV spectra__DUV-Thenardite,Sulfate,Sulfate,Thenardite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0868__AUG_0029.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.022509442872375843, -0.03520131542467767, 0.013014322455276794], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [959.76376, 959.76376, 1001.79624, 1021.70636, 1021.70636, 1023.91859, 1023.91859, 1026.13083, 1026.13083, 1026.13083, 1028.34306, 1154.4405], ""gaussian_noise_sigma_normalized"": 0.01736655982419944, ""intensity_gamma"": 1.142783570927975, ""symmetric_broadening_alpha"": 0.5080512897349581, ""weak_band_attenuation_windows"": []}"
PARENT_0905__AUG_0030,PARENT_0905,Lab-acquired DUV spectra__DUV-Thenardite1,Sulfate,Sulfate,Thenardite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0905__AUG_0030.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0359087286111519, 0.008739643854188456, 0.009858206745862009], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [468.0, 522.0, 591.0, 789.0, 990.0, 1128.0, 1243.0, 2316.0, 2721.0, 2744.0, 3247.0, 3680.0], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.2645056998140296, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0897__AUG_0031,PARENT_0897,Lab-acquired DUV spectra__DUV-Fe II Sulfate1,Sulfate,Sulfate,Fe II Sulfate,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0897__AUG_0031.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [453.0, 988.0, 1124.0, 1191.0, 3220.0, 3313.0, 3381.0, 3414.0, 3449.0, 3475.0, 3591.0, 3705.0], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.9355049813631637, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0895__AUG_0032,PARENT_0895,Lab-acquired DUV spectra__DUV-Gypsum1,Sulfate,Sulfate,Gypsum,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0895__AUG_0032.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.0004898939097784206, -0.017643548055121822, -0.015519428352040187], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [496.0, 748.0, 1010.0, 1136.0, 1450.0, 1513.0, 1656.0, 2383.0, 2448.0, 2865.0, 3410.0, 3497.0], ""gaussian_noise_sigma_normalized"": 0.02316586290317237, ""intensity_gamma"": 0.9384777104588389, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
